"id","hadith_no","source","tradition","bab","text_ar"
"zayd_0501","501","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الايلاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يوقف المولى بعد الاربعة الاشهر فيقول اما ان تفي واما ان تعزم الطلاق فان عزم الطلاق كانت تطليقة بائنة. باب اللعان:"
"zayd_0502","502","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الايلاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في الرجل تأتي امرأته بولد فينفيه قال: يلاعن الإمام بينهما يبدأ بالرجل فيشهد اربع شهادات بالله انه لمن الصادقين والخامسة ان لعنة الله عليه ان كان من الكاذبين ثم تشهد المرأة اربع شهادات بالله انه لمن الكاذبين والخامسة ان غضب الله عليها ان كان من الصادقين فإذا فعلا ذلك فرق الإمام بينهما ولم يجتمعا أبدا وألحق الولد بامه فجعل امه عصبته وجعل عاقلته على قوم امه."
"zayd_0503","503","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا من أسلم جاء إلى النبي صلى الله عليه وآله فشهد على نفسه الزنا فرده النبي صلى الله عليه وآله اربع مرات فلما جاءه الخامسة قال النبي صلى الله عليه وآله أتدري ما الزنا، قال نعم أتيتها حراما حتى غاب ذاك مني في ذاك منها كما يغيب المرود في المكحلة والرشاء في البئر فأمر النبي صلى الله عليه وآله برجمه فرجم فلما أذلقته الحجارة فر فلقيه رجل بلحي جمل فرجمه فقتله، فقال النبي صلى الله عليه وآله الا تركتموه، ثم صلى عليه، فقال له رجل يارسول الله رجمته ثم تصلي عليه، فقال له النبي صلى الله عليه وآله ان الرجم يطهر ذنوبه ويكفرها كما يطهر أحدكم ثوبه من دنسه والذي نفسي بيده انه الساعة لفي أنهار الجنة يتخضخض فيها."
"zayd_0504","504","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان امرأة أتته فاعترفت بالزنا فردها حتى فعلت ذلك اربع مرات ثم حبسها حتى وضعت حملها فلما وضعت لم يرجمها حتى وجد من يكفل ولدها ثم أمر بها فجلدت ثم حفر لها بئرا إلى ثديها ثم رجم ثم أمر الناس ان يرجموا ثم قال ايما حد أقامه الإمام باقرار رجم الإمام ثم رجم الناس وايما حد أقامه الإمام بشهود رجم الشهود ثم يرجم الإمام ثم يرجم المسلمون ثم قال جلدتها بكتاب الله ورجمتها بسنة رسول الله صلى الله عليه وآله."
"zayd_0505","505","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله الثيب بالثيب جلد مائة والرجم والبكر بالبكر جلد مائة والحبس سنة ."
"zayd_0506","506","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: حد العبد نصف حد الحر."
"zayd_0507","507","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لما كان في ولاية عمر أتي بامرأة حامل فسألها عمر فاعترفت بالفجور فأمر بها عمر ان ترجم فلقيها علي بن أبي طالب (ع م) فقال ما بال هذه، فقالوا أمر بها عمر ان ترجم فردها علي (ع م) فقال أمرت بها ان ترجم، فقال نعم اعترفت عندي بالفجور، فقال علي (ع م) هذا سلطانك عليها فما سلطانك على ما في بطنها، قال ما علمت انها حبلى، قال امير المؤمنين عليه السلام ان لم تعلم فاستبر رحمها، ثم قال عليه السلام فلعلك انتهرتها أو اخفتها، قال قد كان ذلك، فقال أو ما سمعت رسول الله صلى الله عليه وآله يقول لاحد على معترف بعد بلاء انه من قيدت أو حبست أو تهددت فلا اقرار له، قال فخلى عمر سبيلها ثم قال عجزت النساء ان تلد مثل علي بن أبي طالب، لولا علي لهلك عمر."
"zayd_0508","508","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا زنى بجارية من الخمس فلم يحده علي (ع م) وقال له فيها نصيب."
"zayd_0509","509","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الزاني:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في عبد عتق نصفه زنى فجلده علي (ع م) خمسا وسبعين جلدة."
"zayd_0510","510","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد القاذف:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: يجلد القاذف وعليه ثيابه وينتزع عنه الحشو والجلد."
"zayd_0511","511","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد القاذف:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان (يعزز) في التعريض."
"zayd_0512","512","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد القاذف:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه أتته امرأة فقالت يا امير المؤمنين ان زوجي وقع على وليدتي، فقال عليه السلام ان تكوني صادقة رجمناه وان تكوني كاذبة جلدناك، قال ثم اقيمت الصلاة فذهبت."
"zayd_0513","513","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد اللوطى:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في الذكرين ينكح أحدهما الآخران حدهما حد الزاني ان كانا احصنا رجما وان كانا لم يحصنا جلدا."
"zayd_0514","514","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الحد في شرب الخمر:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قال من مات في حد الزنا والقذف فلا دية له كتاب الله قتله ومن مات في حد الخمر فديته من بيت مال المسلمين فانه شئ رأيناه ."
"zayd_0515","515","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الحد في شرب الخمر:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يجلد في شرب الخمر في المسكر من النبيذ اربعين جلدة."
"zayd_0516","516","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الحد في شرب الخمر:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: ما اسكر كثيره فقليله حرام ."
"zayd_0517","517","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد السارق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا تقبل شهادة النساء في الحدود والقصاص وكان لا يقبل شهادة على شهادة في حد ولا قصاص."
"zayd_0518","518","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد السارق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لاقطع في أقل من عشرة دراهم."
"zayd_0519","519","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد السارق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا قطع على خائن ولا مختلس ولا في ثمر ولا كثر ولا قطع في صيد ولا ريش ولا قطع في عام سنة ولا قطع على سارق من بيت مال المسلمين فان له فيه نصيبا."
"zayd_0520","520","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد السارق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا أتاه فقال يا امير المؤمنين ان عبدي سرق متاعي، فقال عليه السلام مالك سرق بعضه بعضا."
"zayd_0521","521","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد السارق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يقطع يمين السارق فان عاد فسرق قطع رجله اليسرى فان عاد فسرق استودعه السجن وقال اني لاستحي من الله تعالى ان اتركه ليس له شئ يأكل به ولا يشرب ولا يستنجي به إذا أراد ان يصلي."
"zayd_0522","522","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد السارق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان شاهدين شهدا عند علي عليه السلام على رجل انه سرق سرقة فقطع يده، ثم جاء بآخر فقالا يا أمير المؤمنين غلطنا هذا الذي سرق والاول برئ، فقال عليه السلام عليكما دية الاول ولا اصدقكما على هذا الآخر ولو اعلم انكما تعمدتما في قطع يده لقطعت ايديكما."
"zayd_0523","523","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الساحر والزنديق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال. حد الساحر القتل."
"zayd_0524","524","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الساحر والزنديق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه حرق زنادقة من السواد بالنار."
"zayd_0525","525","Musnad al-Imam Zayd ibn Ali","Zaydi","باب حد الساحر والزنديق:","= حدثني زيد بن علي عن أبيه عن علي (ع م) انه قال: من شتم نبيا قتلناه ومن زنا من أهل الذمة بامرأة مسلمة قتلناه فانما اعطيناهم الذمة على ان لا يشتموا نبينا ولا ينكحوا نساءنا."
"zayd_0526","526","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قال: في النفس في قتل الخطأ من الورق عشرة آلاف درهم ومن الذهب الف مثقال ومن الابل مائة بعير ربع جذاع وربع حقاق وربع بنات لبون وربع بنات مخاض ومن الغنم الفا شاة ومن البقر مائتا بقرة ومن الحلل مائتا حلة يمانية وفي شبه العمد من الورق اثنا عشر الف درهم ومن الذهب الف مثقال ومائتا مثقال ومن الابل مائة بعير ثلاثة وثلثون جذعة وثلاثة وثلاثون حقة واربع وثلثون ما بين ثنية إلى بازل عامها كلها خليفة ومن الغنم الفا شاة واربعمائة شاة ومن البقر مائتا بقرة واربعون بقرة ومن الحلل مائتا حلة واربعون حلة يمانية."
"zayd_0527","527","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: العمد قتل السيف والحديد وشبه العمد قتل الحجر والعصا والخطأ ما اراد القاتل غيره فأخطأه فقتله."
"zayd_0528","528","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: في النفس الدية ارباع ربع جذاع وربع حقاق وربع بنات لبون وربع بنات مخاض وفي اللسان إذا استؤصل مثل الدية ارباعا وفي الانف إذا استؤصل أو قطع مارنه الدية ارباعا ربع جذاع وربع حقاق وربع بنات لبون وربع بنات مخاض وفي الذكر إذا استؤصل الدية ارباعا وفي الحشفة الدية ارباعا وفي العين نصف الدية وفي الاذن نصف الدية وفي اليد نصف الدية وفي الرجل نصف الدية وفي احدى الانثيين نصف الدية وفي احد الشفتين نصف الدية وفي المأمومة ثلث الدية وفي الجائفة ثلث الدية وفي المنقلة خمس عشرة من الابل وفي الهاشمة عشر من الابل وفي الموضحة خمس من الابل وفي الاسنان في كل سن خمس من الابل وفي الاصابع في كل اصبع عشر من الابل كل ذلك على العاقلة وما كان دون السن في الموضحة فلا تعقله العاقلة."
"zayd_0529","529","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لاتعقل العاقلة عمدا ولا صلحا ولا اعترافا."
"zayd_0530","530","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: عمد الصبي وخطأه سواء كل ذلك على العاقلة وما كان دون السن والموضحة فلا تعقله العاقلة."
"zayd_0531","531","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا قصاص بين الرجال والنساء فيما دون النفس ولا قصاص فيما بين الاحرار والعبيد فيما دون النفس."
"zayd_0532","532","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: جراحة المرأة على النصف من جراحة الرجل في كل شئ لا تساوي بينهما في سن ولا جراحة ولا موضحة ولا غيرها."
"zayd_0533","533","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: تجري جراحات العبيد على مجرى جراحات الاحرار في عينه نصف ثمنه وفي يده نصف ثمنه وفي أنفه جميع ثمنه وفي موضحته نصف عشر ثمنه."
"zayd_0534","534","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى في جنين الحرة بعبد أو امة."
"zayd_0535","535","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى للاخوة من الام نصيبهم من الدم وورث الزوجة من الدم."
"zayd_0536","536","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قال: لا يرث القاتل ."
"zayd_0537","537","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قتل مسلما بذمي، ثم قال: أنا أحق من وفى بذمة محمد صلى الله عليه وآله."
"zayd_0538","538","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: إذا اسودت السن أو شلت اليد أو ابيضت العين فقد تم عقلها."
"zayd_0539","539","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله لايقتص ولد من والده ولا عبد من سيده ولا يقام حد في مسجد."
"zayd_0540","540","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله المعدن جبار والبئر جبار والدابة المنفلتة جبار والرجل جبار."
"zayd_0541","541","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا عض يد رجل فانتزع يده من فيه فسقطت ثنيتاه فلم يجعل عليه شيئا وقال: ايترك يده في فيك تقضمها كما يقضم الفحل."
"zayd_0542","542","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: في لسان الاخرس ورجل الاعرج وذكر الخصي والعنين حكومة الامام."
"zayd_0543","543","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: في جناية العبد لا يغرم سيده اكثر من ثمنه ولا يبلغ بدية عبد دية حر."
"zayd_0544","544","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في مكاتب قتل قال: يؤدى بحساب ما عتق منه دية حر وبحساب ما لم يؤد فيه كتابته دية عبد."
"zayd_0545","545","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في قتيل وجد في محلة لا يدرى من قتله فقضى علي عليه السلام في ذلك ان على أهل المحلة ان يقسم منهم خمسون رجلا بالله ما قتلناه ولا علمنا له قاتلا ثم يغرمون الدية."
"zayd_0546","546","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان فارسين اصطدما فمات أحدهما فقضى علي عليه السلام على الحي بدية الميت."
"zayd_0547","547","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: من اوقف دابة في طريق من طريق المسلمين أو في سوق من أسواقهم فهو ضامن لما اصابت بيدها أو برجلها."
"zayd_0548","548","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا ضرب لسان رجل فصار بعض كلامه يبين وبعضه لا يبين فقضى عليه من الدية بحساب ما استعجم من حروف الهجاء."
"zayd_0549","549","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الديات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى على اربعة اطلعوا على اسد في زبية فسقط رجل منهم فتعلق بآخر وتعلق الثاني بالثالث وتعلق الثالث بالرابع فقتلهم الاسد جميعا فقضى للرابع بدية وللثالث بنصف دية وللثاني بثلث دية وللاول بربع دية ."
"zayd_0550","550","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغزو والسير:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: كان رسول الله صلى الله عليه وآله إذا بعث جيشا من المسلمين بعث عليهم اميرا، ثم قال انطلقوا بسم الله وبالله وفي سبيل الله وعلى ملة رسول الله انتم جند الله تقاتلون من كفر بالله ادعوا إلى شهادة ان لا إله إلا الله وان محمدا رسول الله صلى الله عليه وآله والاقرار بما جاء به محمد من عند الله فان آمنوا فاخوانكم في الدين لهم مالكم وعليهم ما عليكم وان هم ابوا فناصبوهم حربا واستعينوا عليهم بالله فان أظهركم الله عليهم فلا تقتلوا وليدا لا امرأة ولا شيخا كبيرا لا يطيق قتالكم ولا تغوروا عينا ولا تقطعوا شجرا الا شجر يضركم ولا تمثلوا بآدمي ولا بهيمة ولا تظلموا ولا تعتدوا وايما رجلا من اقصاكم أو ادناكم من احراركم أو عبيدكم اعطا رجلا منهم امانا أو أشار إليه بيده فأقبل إليه باشارته فله الامان حتى يسمع كلام الله اي كتاب الله فان قبل فأخوكم في دينكم وان ابى فردوه إلى مأمنه واستعينوا بالله عليه، لا تعطوا القوم ذمتي ولا ذمة الله فالمخفر ذمة الله لاق الله وهو عليه ساخط، أعطوهم ذمتكم وذمم ابائكم وفوا لهم فان احدكم لان يخفر ذمته وذمة ابيه خير له من ان يخفر ذمة الله وذمة رسوله."
"zayd_0551","551","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فضل الجهاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله أفضل الاعمال بعد الصلاة المفروضة والزكاة الواجبة وحجة الاسلام وصوم شهر رمضان، الجهاد في سبيل الله والدعاء إلى دين الله والامر بالمعروف والنهي عن المنكر عدل الامر بالمعروف الدعاء إلى الله في سلطان الكافرين وعدل النهي عن المنكر الجهاد في سبيل الله والله لروحة في سبيل الله أو غدوة خير من الدنيا وما فيها."
"zayd_0552","552","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فضل الجهاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: غزوة إفضل من خمسسين حجة ورباط يوم في سبيل الله أفضل من صوم شهر وقيامه ومن مات مرابطا جرى له عمله إلى يوم القيامة واجير من عذاب القبر."
"zayd_0553","553","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فضل الجهاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا يفسد الجهاد والحج جور جائز كما لا يفسد الامر بالمعروف والنهي عن المنكر غلبة أهل الفسق."
"zayd_0554","554","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فضل الجهاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: من اغبرت قدماه في سبيل الله حرم الله وجهه على النار ومن رمى بسهم في سبيل الله فبلغ أو قصر كان كعتق رقبة ومن ضرب بسيف في سبيل الله فكأنه حج عشر حجج حجة في أثر حجة."
"zayd_0555","555","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فضل الشهادة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله "" ص "" للشهيد سبع درجات: "" فأول درجاته ان يرى منزله من الجنة قبل خروج روحه فيهون عليه ما به. "" والثانية "" ان تبرز له زوجة من حور الجنة فتقول له ابشر ياولي الله فوالله ما عند الله خير لك مما عند اهلك *. "" والثالثة "" إذا خرجت نفسه جاءه خدمه من الجنة فولوا غسله وكفنه وطيبوه من طيب الجنة. "" والرابعة "" ان لا يهون على مسلم خروج نفسه مثل ما يهون على الشهيد. "" والخامسة "" ان يبعث يوم القيامة وجروحه تنبعث مسكا فيعرف الشهداء برائحتهم يوم القيامة. "" والسادسة "" انه ليس احد أقرب منزلا من عرش الرحمن من الشهداء. "" والسابعة "" ان لهم كل جمعة زورة يزورون الله عزوجل فيحيون بتحية الكرامة ويتحفون بتحف الجنة ثم ينصرفون فيقال هؤلاء زوار الرحمن ."
"zayd_0556","556","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فضل الشهادة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله "" ص "" المبطون شهيد والنفساء شهيد والغريق شهيد والذي يقع عليه الهدم شهيد والآمر بالمعروف والناهي عن المنكر شهيد."
"zayd_0557","557","Musnad al-Imam Zayd ibn Ali","Zaydi","باب قسمة الغنائم:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: أسهم رسول الله "" ص "" للفارس ثلاثة أسهم سهم له وسهمان للفرس وللراجل سهم. قال: وسمعت زيدا بن علي عليهما السلام يقول: إذا غلب الإمام على أرض فرأى ان يمن على اهلها جعل الخراج على رؤوسهم فان رأى ان يقسمها جعلها ارض عشر. قال وسألت زيدا بن علي عليهما السلام عن متاع لرجل غلب عليه المشركون ثم غلب عليه المسلمون بعد ذلك، قال: فان جاء صاحبه فاعترفه قبل قسمة الغنائم أخذه بغير شئ وان جاء بعد القسمة أخذه بثمنه، فان اسلم اهل الحرب وهو في أيديهم فهو لهم وليس له عليهم سبيل. باب العهد والذمة:"
"zayd_0558","558","Musnad al-Imam Zayd ibn Ali","Zaydi","باب قسمة الغنائم:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا يقبل من مشركي العرب الا الاسلام أو السيف، واما مشركو العجم فتؤخذ منهم الجزية، واما اهل الكتاب من العرب والعجم فان ابوا ان يسلموا أو سألونا ان يكونوا من اهل الذمة قبلنا منهم الجزية."
"zayd_0559","559","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الالوية (1) والرايات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان النبي صلى الله عليه وآله دخل مكة يوم الفتح وعلى رأسه عمامة سوداء."
"zayd_0560","560","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الالوية (1) والرايات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: كانت رايات النبي صلى الله عليه وآله سودا والويته بيضا."
"zayd_0561","561","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخمس والانفال:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان النبي صلى الله عليه وآله كان ينفل بالربع والخمس والثلث. قال علي عليه السلام انما النفل قبل القمسة ولا نفل بعد القسمة. سألت زيدا بن علي (ع م) عن الخمس قال: هو لنا ما احتجنا إليه فإذا استغنينا فلا حق لنا فيه، ألم تر ان الله قرننا مع اليتامى والمساكين وابن السبيل فإذا بلغ اليتيم استغنى المسكين وامن ابن السبيل فلا حق لهم وكذلك نحن إذا استغنينا فلا حق لنا."
"zayd_0562","562","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المرتد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يستتيب المرتد ثلاثا فان تاب والا قتله وقسم ميراثه بين ورثته المسلمين."
"zayd_0563","563","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المرتد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: إذا اسلم احد الابوين والولد صغار فالولد مسلمون باسلام من اسلم من الابوين فان كبر الولد وابوا الاسلام قتلوا وان كان الولد كبارا بالغين لم يكونوا مسلمين باسلام الابوين."
"zayd_0564","564","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغلول:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله لو لم تغل امتي ما قوي عليهم عدو لهم. سألت زيدا ابن علي (ع م) عن الرجل من المسلمين يأكل من الطعام قبل ان يقسم ويعلف دابته من العلف قبل ان يقسم، قال: ليس ذلك بغلول. وسألته عليه السلام عن السلاح فقال يقاتل به فإذا وضعت الحرب اوزارها رد في الغنائم."
"zayd_0565","565","Musnad al-Imam Zayd ibn Ali","Zaydi","باب قتال اهل البغي من اهل القبلة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا يسبى اهل القبلة ولا ينصب لهم منجنيق ولا يمنعون من الميرة ولا طعام ولا شراب وان كانت لهم فئة اجهز على جريحهم واتبع مدبرهم وان لم تكن لهم فئة لم يجهز على جريحهم ولم يتبع مدبرهم ولا يحل من ملكهم شئ الا ما كان في معسكرهم."
"zayd_0566","566","Musnad al-Imam Zayd ibn Ali","Zaydi","باب قتال اهل البغي من اهل القبلة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه لم يتعرض لما في دور اهل البصرة الا ما كان من خراج بيت مال المسلمين."
"zayd_0567","567","Musnad al-Imam Zayd ibn Ali","Zaydi","باب قتال اهل البغي من اهل القبلة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه خمس ما حواه عسكر اهل النهروان واهل البصرة ولم يعترض ما سوى ذلك."
"zayd_0568","568","Musnad al-Imam Zayd ibn Ali","Zaydi","باب متى يجب على اهل العدل قتال الفئة الباغية:","قال زيد بن علي (ع م) إذا كان الإمام في قلة من العدد لم يجب عليه قتال اهل البغي فإذا كان اصحابه ثلثمائة وبضع عشرة عدة اهل بدر وجب عليه وعليهم القتال ولم يعذروا بترك القتال فانه ليس من الاعمال شئ افضل من جهادهم."
"zayd_0569","569","Musnad al-Imam Zayd ibn Ali","Zaydi","باب طاعة الامام:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: من مات وليس له امام مات ميتة جاهليه إذا كان الإمام عدلا برا تقيا ."
"zayd_0570","570","Musnad al-Imam Zayd ibn Ali","Zaydi","باب طاعة الامام:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: حق على الإمام ان يحكم بما انزل الله وان يعدل في الرعية فإذا فعل ذلك فحق عليهم ان يسمعوا وان يطيعوا وان يجيبوا إذا دعوا وايما امام لم يحكم بما انزل الله فلا طاعة له."
"zayd_0571","571","Musnad al-Imam Zayd ibn Ali","Zaydi","باب طاعة الامام:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله ايما وال احتجب من حوائج الناس احتجب الله منه يوم القيامة."
"zayd_0572","572","Musnad al-Imam Zayd ibn Ali","Zaydi","باب قطاع الطريق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: إذا قطع الطريق اللصوص واشهروا السلاح ولم يأخذوا مالا ولم يقتلوا مسلما ثم اخذوا حبسوا حتى يموتوا وذلك نفيهم من الارض فإذا اخذوا المال ولم يقتلوا قطعت أيديهم وأرجلهم من خلاف، وإذا قتلوا وأخذوا المال قطعت أيديهم وأرجلهم من خلاف وصلبوا حتى يموتوا فان تابوا قبل ان يؤخذوا ضمنوا المال واقتص منهم ولم يحدوا."
"zayd_0573","573","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: الابن * ادنى العصبة ثم ابن الابن وان نزل ثم الاب ثم الجد وان ارتفع ثم الاخ من الاب والام ثم الاخ من الاب ثم ابن الاخ من الاب والام ثم ابن الاخ من الاب ثم العم للاب والام ثم العم للاب ثم ابن العم للاب والام ثم ابن العم للاب فذلك اثني عشر رجلا"
